MeetingID,Date,Track,DayType,Club,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake_1,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,320014,3,4,Pep Torque,8,g,58,1.41.10,,19.7,,Kirsty Lawrence,Waipukurau,18.4,0,600,Charlotte O'Beirne,56,2,82,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",261934,Nadeem (Aus) 2003,198289,Cosmic Flight (Nz) 1997
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,321932,1,6,Sacred Elixir,8,g,62,1.41.34,,21.2,,Kevin Myers,Wanganui,13.7,0,600,Faye Lazet,59,3,90,0,0,"Approved Plates, Lugging Bit, Blinkers, Bandages",300680,Pour Moi (Ire) 2008,257204,Baltika (Nz) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,332655,2,5,Time To Celebrate,8,g,58.5,1.38.02,,, 1/2 NECK,Jenna Mahoney,Byerley Park,8.2,2.7,23000,Lemmy Douglas,54.5,4,83,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,Per Incanto (Usa) 2004,217383,Silver Cent (Nz) 2000
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,333283,5,9,Father Lenihan,7,g,55,1.38.58,,3.4, 1/2 NECK,Lisa Latta,Awapuni,16.1,0,2000,Robert Hannam,55,0,76,0,0,"Approved Plates, Lugging Bit",172521,O'Reilly (Nz) 1993,253537,Platinum Princess (Nz) 2006
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,338342,11,1,Maduro (Aus),7,g,54,1.38.77,,4.6,,Matt Dixon,Foxton,35.1,0,600,Ashvin Mudhoo,52,2,65,0,0,"Approved Plates, Lugging Bit, Visor Blinkers, Non Starter Last Start (1st time)",243720,Bel Esprit (Aus) 1999,338343,Venezuela (Aus) 2006
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,353749,9,3,Chase,5,g,54,1.38.88,,5.4,,Stephen Nickalls,Rangiotu,4.8,0,600,Sarah Macnab,54,0,70,0,0,"Approved Plates, Standard Bit, Nasal Strip",226925,Zed (Nz) 2002,198643,Dantessa (Nz) 1997
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,357856,7,8,Aquila Star,5,m,54,1.38.62,,3.6,,Jaimee-Lee Lupton,Waverley,10.4,0,1000,Kate Hercock,54,0,76,0,0,"Approved Plates, Lugging Bit, Side Winkers, Tongue Tie",230462,Darci Brahma (Nz) 2002,243959,Star Of Flight (Aus) 1999
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,368940,6,7,Alhambra Lad,4,g,54.5,1.38.06,,0.2, SHORT NECK,Allan Sharrock,New Plymouth,3.3,1.1,7400,Lynsey Satherley,54.5,0,75,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers",337555,Proisir (Aus) 2009,228315,Miss Relentless (Nz) 2002
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213928,8,,Flat,1600,Opn Hcp,40000,16:39:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,376149,8,2,Victorem,4,m,54,1.38.11,,0.4, 3 LEN,Johno Benner & Hollie Wynyard,Otaki,4,1.6,3600,Darryl Bradley,54,0,76,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",344019,Shooting To Win (Aus) 2011,338470,Gymnast (Aus) 2011
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,305918,1,7,Shadows Cast,9,g,60,1.25.16,,6.4,,Mark Oulaghan,Awapuni,15.9,0,600,Mereana Hudson,60,0,89,0,0,"Approved Plates, Lugging Bit, Blinkers, Bandages",280637,Per Incanto (Usa) 2004,225019,Ages Past (Nz) 2001
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,331963,2,1,Malo Bik,7,g,59.5,1.24.89,,4.6,,Robbie Patterson,New Plymouth,23.8,0,1000,Lemmy Douglas,55.5,4,88,0,0,"Approved Plates, Lugging Bit, Nose Band",302210,Dalghar (Fr) 2006,248652,Rattle (Nz) 2005
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,341404,8,5,Bruno Magile,6,g,54,1.25.20,,6.6,,Rochelle Lockett,Wanganui,18.1,0,600,Leah Hemi,54,0,63,0,0,"Approved Plates, Lugging Bit, Blinkers",258606,Jimmy Choux (Nz) 2007,175195,Sheila Cheval (Nz) 1994
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,350250,3,6,More Wonder,6,g,58.5,1.25.00,,5.4,,Team Rogerson,Tuhikaramea,12.6,0,600,Lynsey Satherley,58.5,0,86,0,0,"Approved Plates, Lugging Bit, Side Winkers, Nasal Strip, Tongue Tie",239040,Mossman (Aus) 1995,338446,Wonderworld (Aus) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,358162,6,2,Zola Express,5,m,54,1.24.49,,1.9, 2 1/4 LEN,Janelle Millar,New Plymouth,5.9,2,3600,Chris Dell,54,0,80,0,0,"Approved Plates, Hoof Pads (Front), Lugging Bit",271558,Shamexpress (Nz) 2009,269090,Zolana (Nz) 2008
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,376661,7,8,Belclare,4,m,54,1.24.22,,, 1 3/4 LEN,Lisa Latta,Awapuni,4.3,1.6,23000,Sarah Macnab,54,0,77,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,Per Incanto (Usa) 2004,279999,Miss Rhythmic (Nz) 2010
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,381439,4,4,Run To Perfection (Aus),5,g,57.5,1.24.83,,4.2, LONG NECK,Stephen Marsh,Cambridge,2.8,0,2000,Joe Kamaruddin,55.5,2,84,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",302352,Sepoy (Aus) 2008,381440,El Shahar (Aus) 2004
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213929,5,,Flat,1400,Opn Hcp,40000,14:48:00,N,,Unrestricted,Open,Unrestricted,hcp,Dead,4,Fine,396388,5,3,Love For All (Aus),4,m,57,1.24.48,,1.8, SHORT HEAD,Bryce Newman,Bulls,5.1,1.6,7400,Kate Hercock,57,0,87,0,0,"Approved Plates, Butterfly Bit, Nose Band",336741,Love Conquers All (Aus) 2006,396389,Shadows (Aus) 2008
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,308197,13,3,The Seagull,9,g,54,2.33.00,,1.3, 3 1/4 LEN,Geoff Haigh,Levin,20.6,0,1500,Darryl Bradley,54,0,56,0,0,"Approved Plates, Lugging Bit, Blinkers, Barrier Blanket, Nasal Strip",270284,Sir Percy (Gb) 2003,185614,Superb (Nz) 1995
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,327505,1,5,Mondorani,7,g,63.5,2.33.91,,7.2,,Kevin Myers,Wanganui,13.4,0,450,Faye Lazet,60.5,3,81,0,0,"Approved Plates, Lugging Bit, Blinkers",268744,Burgundy (Nz) 2008,262225,Del Mondo (Usa) 2008
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,343045,2,4,That'S Incranibull,6,g,60,2.34.53,,11.3,,Emma Davies,New Plymouth,7.2,0,450,Robert Hannam,60,0,74,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers, Bandages",301053,Cape Blanco (Ire) 2007,264918,Polyantha (Aus) 2008
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,344767,8,2,Cage Phyta,6,g,54,2.32.99,,1.2, NOSE,Peter Didham,Awapuni,28,6.2,2700,Sarah Macnab,54,0,62,0,0,"Approved Plates, Lugging Bit, Blinkers",278260,Road To Rock (Aus) 2004,257937,Penaphyta (Nz) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,353975,3,1,Dalmatia,5,g,57,2.32.88,,0.4, 3/4 LEN,Johno Benner & Hollie Wynyard,Otaki,3.4,1.6,5550,Joe Kamaruddin,55,2,68,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip, Tongue Tie",226925,Zed (Nz) 2002,257299,Adriatico (Nz) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,354425,11,10,Road Diva,5,m,54,2.33.92,,7.3,,Allen Baker,Levin,57.4,0,450,Ashvin Mudhoo,52,2,59,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",278260,Road To Rock (Aus) 2004,240817,Suzidiva (Nz) 2004
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,358168,6,9,Platinum Spirit,5,g,55.5,2.33.49,,4.6,,Lisa Latta,Awapuni,6.7,0,750,Chris Dell,55.5,0,65,0,0,"Approved Plates, Lugging Bit, Blinkers",337951,Charm Spirit (Ire) 2011,215362,Mia Le Fay (Nz) 2000
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,360237,4,8,Inmyshadow,5,g,57,2.32.83,,, LONG NECK,Ashley Meadows,Awapuni,5.8,2,17250,Mereana Hudson,57,0,68,0,0,"Approved Plates, Lugging Bit",273123,Ferlax (Nz) 2009,326279,Regarded (Aus) 2006
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,379823,9,6,Ciambella,4,m,54,2.35.23,,15.8,,Clinton Isdale,Cambridge,25.5,0,450,Lemmy Douglas,54,0,62,0,0,"Approved Plates, Lugging Bit, Blinkers on, Nasal Strip",350344,Sweynesse (Aus) 2011,286863,Cutluse (Nz) 2010
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213930,7,,Flat,2400,Rating 74 Benchmark,30000,16:00:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,397177,7,7,Stopalltheclocks (Aus),4,m,54.5,2.33.76,,6.4,,Simon & Katrina Alexander,Matamata,4.4,0,450,Kate Hercock,54.5,0,67,0,0,"Approved Plates, Standard Bit, Nose Band",365179,Real Impact (Jpn) 2008,365184,Macarthur Park (Aus) 2009
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,320428,1,7,Fibonacci,8,g,61.5,1.09.44,,6,,Stephen Mercer,Awapuni,7,0,450,Lemmy Douglas,57.5,4,77,0,0,"Approved Plates, Lugging Bit, Blinkers, Nasal Strip",280637,Per Incanto (Usa) 2004,249070,Da Vinci Code (Nz) 2005
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,335490,2,2,Je Suis Tiger,7,m,59,1.08.76,,1.5, 1 3/4 LEN,Gary Hennessy,Matamata,8.1,2.8,5550,Leah Hemi,59,0,76,0,0,"Approved Plates, Standard Bit",277655,Tiger Prawn (Saf) 2002,239502,Je Suis (Nz) 2004
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,343172,3,1,Mr Universe,6,g,59,1.09.85,,8.5,,Team Rogerson,Tuhikaramea,8.3,0,450,Rahul Beemud,55,4,72,0,0,"Approved Plates, Lugging Bit, Visor Blinkers, Cheek Burrs, Nasal Strip, Tongue Tie",302053,Smart Missile (Aus) 2008,337454,Queen Of Troy (Ire) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,351717,7,9,Mi Carol,6,m,55,1.09.03,,3.3, 1/2 LEN,Rochelle Lockett,Wanganui,17.6,4.7,2700,Ashvin Mudhoo,53,2,68,0,0,"Approved Plates, Lugging Bit, Blinkers",261934,Nadeem (Aus) 2003,254531,Karaka Jubilee (Nz) 2006
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,353442,11,10,Magness,5,g,54,1.08.13,,, 1 1/2 LEN,Nicola Marshall,Waverley,9.6,3.1,17250,Chris Dell,54,0,60,0,0,"Approved Plates, Standard Bit, Visor Blinkers on, Tongue Tie",261934,Nadeem (Aus) 2003,231349,Woodbury Belle (Nz) 2002
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,363396,6,6,Kick Start,5,g,57,1.09.29,,4.9,,Gary Vile,Awapuni,14.4,0,450,Kate Hercock,57,0,68,0,0,"Approved Plates, Lugging Bit, Brow Band, Tongue Tie",337555,Proisir (Aus) 2009,252254,Ace Of Hearts (Nz) 2006
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,366910,10,5,Miss Dixie,4,m,54.5,1.09.88,,8.7,,Anna Clement,Hawera,42.4,0,450,Charlotte O'Beirne,53,1.5,67,0,0,"Approved Plates, Lugging Bit",350875,Contributer (Ire) 2010,290201,Phoebe Snow (Nz) 2011
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,375942,9,4,Meglio Di Falcrest,4,m,54.5,1.09.13,,3.8, NOSE,Ashley Meadows,Awapuni,12.2,0,1500,Sarah Macnab,54.5,0,67,0,0,"Approved Plates, Lugging Bit",364984,Better Than Ready (Aus) 2009,233135,Falcrest (Nz) 2003
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,377186,5,3,Sumi,4,m,57,1.09.43,,5.9,,Allan Sharrock,New Plymouth,3.9,0,450,Joe Kamaruddin,55,2,72,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers on, Barrier Blanket",300453,Atlante (Aus) 2010,218015,Seek A Fortune (Nz) 2000
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213931,2,,Flat,1200,Rating 74 Benchmark,30000,13:07:00,N,,Unrestricted,Rating 74,Unrestricted,hcp,Dead,4,Fine,380250,8,8,Clever Ruds,4,m,54.5,1.09.14,,3.9,,Debbie Sweeney,Te Awamutu,4.7,0,750,Lynsey Satherley,54.5,0,67,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time), Bandages",287992,El Roca (Aus) 2010,257023,Madam Kirk (Nz) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,286387,4,7,Nitro Ted,11,g,59,2.14.74,,13.2,,Paul Pascoe,Hawera,42.3,0,0,Lemmy Douglas,55,4,63,0,0,"Approved Plates, Lugging Bit, Blinkers on, Tongue Tie",189118,Citi Habit (Nz) 1996,222510,Tiana (Nz) 2001
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,303748,1,3,Tweedledee,9,g,60,2.14.01,,8.4,,Mark Oulaghan,Awapuni,21.1,0,450,Robert Hannam,60,0,65,57,0,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",226925,Zed (Nz) 2002,252094,Sanstar (Nz) 2006
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,330876,19,2,Road To Reign,7,m,54,2.13.97,,8.1,,Geoff Humphries,Foxton,66.1,0,450,Tony Allan,54,0,55,0,0,"Approved Plates, Lugging Bit, Blinkers",278260,Road To Rock (Aus) 2004,262259,Lipperty Lip (Nz) 2004
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,339713,5,11,Beadman (Aus),6,g,58.5,2.16.19,,22.8,,Andre Wallace,Foxton,20.7,0,0,Ashvin Mudhoo,56.5,2,62,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",241092,Alamosa (Nz) 2004,269775,Abeautifulred (Nz) 2008
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,344554,8,4,Heirloom,6,m,58,2.13.28,,3.6,,Kevin Gray,"Copper Belt Lodge, Palmerston North",13.9,0,750,Charlotte O'Beirne,56,2,65,0,0,"Approved Plates, Lugging Bit, Blinkers on, Barrier Blanket",226925,Zed (Nz) 2002,215808,Verna (Nz) 2000
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,345380,11,6,Jessie'S Rock,6,g,57.5,2.14.46,,11.4,,Peter Didham,Awapuni,11.6,0,450,Joe Kamaruddin,55.5,2,60,0,0,"Approved Plates, Hoof Pads (Front), Lugging Bit, Blinkers",278260,Road To Rock (Aus) 2004,238727,St Jessie (Aus) 1999
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,348907,15,13,Indy Fox,6,m,55.5,2.16.79,,26.8,,Anna Clement,Hawera,39.3,0,0,Mereana Hudson,55.5,0,60,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers on",278791,Indy King (Usa) 1999,202950,Foxy Boss (Nz) 1998
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,349558,3,8,Galway Bro,6,g,59,2.14.65,,12.7,,Adrian Bull,Hunterville,35,0,0,Jeetesh Mudhoo,55,4,63,0,0,"Approved Plates, Lugging Bit, Bandages, Tongue Tie",244452,Handsome Ransom (Aus) 2000,224340,Lily Buzz (Nz) 2001
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,361281,7,12,Family Time,5,m,58,2.12.73,,, 1/2 LEN,Bryce Newman,Bulls,6.5,2.4,17250,Kate Hercock,58,0,65,0,0,"Approved Plates, Standard Bit, Blinkers, Barrier Blanket",213162,Redoute'S Choice (Aus) 1996,259071,Precious Time (Nz) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,364956,6,9,Late To The Party,5,g,58.5,2.14.45,,11.3,,Mark Brooks,Cambridge,9.7,0,450,Sarah Macnab,58.5,0,62,0,0,"Approved Plates, Lugging Bit, Visor Blinkers (1st time)",268640,Super Easy (Nz) 2008,216346,Letsgoparty (Nz) 2000
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,376596,9,5,Lurid,4,g,58,2.14.44,,11.2,,Lisa Latta,Awapuni,18.2,0,450,Leah Hemi,58,0,61,0,0,"Approved Plates, Lugging Bit, Blinkers",287450,Shocking (Aus) 2005,259658,Blinding (Nz) 2007
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,378212,16,15,Insignia,4,m,55.5,2.13.24,,3.3, NECK,Team Rogerson,Tuhikaramea,17.5,0,1500,Lynsey Satherley,55.5,0,60,0,0,"Approved Plates, Lugging Bit, Visor Blinkers, Tongue Tie",238456,Savabeel (Aus) 2001,276889,Regalia (Nz) 2009
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,378718,17,10,Swing Low,4,m,55.5,2.15.01,,15,,John Bary,Hastings,34.4,0,0,Madan Singh,55.5,0,60,0,0,"Barrier Blindfold, Approved Plates, Lugging Bit, Visor Blinkers, Nose Band",301937,Redwood (Gb) 2006,277322,Sun Chariot (Aus) 2001
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,380544,2,1,The Fearless One,4,g,59.5,2.12.81,,0.5, 1/2 LEN,Robbie Patterson,New Plymouth,3.4,1.7,5550,Darryl Bradley,59.5,0,64,0,0,"Approved Plates, Lugging Bit, Blinkers",285563,The Bold One (Nz) 2010,272561,Lou Sea (Nz) 2009
50519,22/01/2022 0:00,Trentham,Feature,Wellington Rc,Dead,4,Fine,TRUE,213932,6,,Flat,2100,Rating 65 Benchmark*,30000,15:25:00,N,,Unrestricted,Rating 65,Unrestricted,hcp,Dead,4,Fine,381057,13,16,Lucky Viking,6,g,57,2.15.18,,16.3,,Kevin Myers,Wanganui,10.3,0,0,Faye Lazet,54,3,59,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",313563,Highly Recommended (Aus) 2008,277326,Mi Dragon Lady (Nz) 2009
